,timestamp,open,high,low,close,volume,trades,hma50,hma80,compra,venta,%
43,2021-02-11,0.94041,0.98,0.86513,0.92796,975100368.22,0.0,,,,,
44,2021-02-12,0.9281,0.94825,0.866,0.92426,649547803.8,0.0,,,,,
45,2021-02-13,0.92418,0.95053,0.82,0.91299,586878561.3,0.0,,,,,
46,2021-02-14,0.91303,0.919,0.80666,0.84364,539495015.4,0.0,,,,,
47,2021-02-15,0.84288,0.911,0.6856,0.86143,932826536.9,0.0,,,,,
48,2021-02-16,0.86128,0.90591,0.83334,0.87,526075390.6,0.0,,,,,
49,2021-02-17,0.8699,0.89745,0.8215,0.89206,460328636.1,0.0,0.8766982202111616,,,,
50,2021-02-18,0.89206,0.9578,0.89202,0.91442,580074009.4,0.0,0.9074896168929107,,,,
51,2021-02-19,0.91433,0.9456,0.87851,0.92581,547803715.8,0.0,0.9367074962292609,,,,
52,2021-02-20,0.92597,1.2,0.91329,1.11568,1480541916.53,0.0,0.9846881297134237,,,,
53,2021-02-21,1.1156,1.15172,1.0675,1.09894,636265765.2,0.0,1.0267344591251883,,,,
54,2021-02-22,1.09955,1.146,0.831,1.09703,1333970209.1,0.0,1.0644384512820513,,,,
55,2021-02-23,1.09728,1.142,0.81,0.96197,1625220448.7,0.0,1.082725704977376,,,,
56,2021-02-24,0.96136,1.077,0.8978,1.04902,946049063.3,0.0,1.1077881061840125,,,,
57,2021-02-25,1.04883,1.177,1.012,1.07691,961855836.2,0.0,1.1324518787330318,,,,
58,2021-02-26,1.07688,1.298,0.99,1.24303,1805727721.5,0.0,1.172235852790347,,,,
59,2021-02-27,1.24353,1.488,1.2271,1.31402,1994359638.5,0.0,1.215763670588235,,,,
60,2021-02-28,1.314,1.3595,1.154,1.31203,1599172340.3,0.0,1.2543846171945705,,,,
61,2021-03-01,1.31279,1.348,1.23131,1.29627,984011920.2,0.0,1.2866140132730013,,,,
62,2021-03-02,1.29678,1.29998,1.18,1.2228,753904502.9,0.0,1.3059282817496225,,,,
63,2021-03-03,1.22281,1.26636,1.20865,1.21311,454913445.3,0.0,1.320667650678733,,,,
64,2021-03-04,1.21315,1.23052,1.06695,1.11239,748035034.3,0.0,1.3210252790346904,,,,
65,2021-03-05,1.11261,1.1972,1.03374,1.15908,830654685.1,0.0,1.3245852947209646,,,,
66,2021-03-06,1.15907,1.183,1.08493,1.129,394799528.8,0.0,1.3223911330316742,,,,
67,2021-03-07,1.12901,1.145,1.10562,1.13042,324367538.9,0.0,1.3184030527903468,,,,
68,2021-03-08,1.13073,1.17835,1.105,1.11848,398514643.5,0.0,1.3124839143288085,,,,
69,2021-03-09,1.11836,1.22,1.11083,1.1972,616039069.3,0.0,1.3149946202111618,,,,
70,2021-03-10,1.19734,1.208,1.115,1.13261,384497300.9,0.0,1.3090695330316737,,,,
71,2021-03-11,1.13226,1.14,1.1075,1.1243,301611714.1,0.0,1.3014406805429863,,,,
72,2021-03-12,1.12417,1.128,1.02,1.03207,423021914.4,0.0,1.282099756862745,,,,
73,2021-03-13,1.03207,1.193,0.985,1.1,643811025.4,0.0,1.2700636042232276,,,,
74,2021-03-14,1.10016,1.10265,1.0519,1.05243,304362465.7,0.0,1.2517483740573152,,,,
75,2021-03-15,1.05241,1.07078,1.00001,1.03103,400978353.1,0.0,1.2305473556561093,,,,
76,2021-03-16,1.03071,1.28,1.0,1.24924,1248716359.1,0.0,1.2341736868778272,,,,
77,2021-03-17,1.24974,1.43,1.20353,1.377,1094860557.7,0.0,1.2511655819004528,,,,
78,2021-03-18,1.3775,1.47299,1.22154,1.22925,1446280469.1,0.0,1.2504234473604827,,,,
79,2021-03-19,1.22966,1.34286,1.18003,1.29474,812311179.7,0.0,1.257106405429864,1.3638677410418554,,,
80,2021-03-20,1.29499,1.30974,1.19978,1.20046,401638128.1,0.0,1.2525109339366511,1.3642299629629624,,,
81,2021-03-21,1.20048,1.24139,1.16,1.18561,305630409.8,0.0,1.2454145417797882,1.3625455833333335,,,
82,2021-03-22,1.18561,1.20782,1.067,1.1015,384255570.1,0.0,1.2284804271493213,1.3538713927280936,,,
83,2021-03-23,1.1015,1.1739,1.08145,1.11639,371967713.8,0.0,1.213695366515837,1.3461734280337243,,,
84,2021-03-24,1.11563,1.1639,1.038,1.06902,354915791.2,0.0,1.1948145876319756,1.3348538497440532,,,
85,2021-03-25,1.06879,1.1535,1.04584,1.0956,527623538.8,0.0,1.1809935082956258,1.3253843906202947,,,
86,2021-03-26,1.09596,1.28755,1.09426,1.2142,671982901.0,0.0,1.1826121930618403,1.324380495182174,,,
87,2021-03-27,1.21419,1.2389,1.15623,1.17678,270954337.7,0.0,1.1810541852187029,1.3200409119241183,,,
88,2021-03-28,1.17646,1.22,1.1665,1.18983,199736804.6,0.0,1.1817753912518856,1.3161435289822345,,,
89,2021-03-29,1.18983,1.22979,1.178,1.20239,263071765.2,0.0,1.1845152174962295,1.3126561763775966,,,
90,2021-03-30,1.2024,1.23555,1.18909,1.21189,257460678.6,0.0,1.1882147360482662,1.3093814975158085,,,
91,2021-03-31,1.212,1.21273,1.151,1.19191,302818874.6,0.0,1.189718961085973,1.3041973440228842,,,
92,2021-04-01,1.19172,1.20772,1.17171,1.18377,212963382.6,0.0,1.1902843595776769,1.2980458160945503,,,
93,2021-04-02,1.1833,1.24796,1.18026,1.18998,314062254.4,0.0,1.1914247644042237,1.2924610038392048,,,
94,2021-04-03,1.18998,1.24078,1.15977,1.16238,313837978.9,0.0,1.1891668742081447,1.2849210586419748,,,
95,2021-04-04,1.16245,1.193,1.152,1.18206,204575492.2,0.0,1.1895659493212665,1.2789181676452879,,,
96,2021-04-05,1.18205,1.22647,1.16222,1.2118,318801564.5,0.0,1.1932808621417796,1.274814148148148,,,
97,2021-04-06,1.21172,1.34359,1.1901,1.252,726926008.5,0.0,1.2013542111613877,1.2735233023938575,,,
98,2021-04-07,1.25217,1.29,1.1588,1.17359,405313990.0,0.0,1.199392299245852,1.2663698770701595,,,
99,2021-04-08,1.17356,1.22502,1.16999,1.21926,215242842.9,0.0,1.2024508090497736,1.2629584582204147,,,
100,2021-04-09,1.21896,1.22907,1.19134,1.20201,156767192.2,0.0,1.2027619245852192,1.2587828980728697,,,
101,2021-04-10,1.20201,1.25199,1.19157,1.21747,290774078.0,0.0,1.2040186033182503,1.25625990108401,,,
102,2021-04-11,1.21753,1.28989,1.199,1.26355,451246041.8,0.0,1.2109817146304676,1.2575468540349288,,,
103,2021-04-12,1.26376,1.348,1.2633,1.31431,559487897.9,0.0,1.2245775987933636,1.2627282476663657,,,
104,2021-04-13,1.31452,1.4378,1.28138,1.41246,605026285.0,0.0,1.249069934841629,1.2751130020325208,,,
105,2021-04-14,1.41246,1.55845,1.348,1.45092,1053166777.6,0.0,1.2774939239819,1.2898976506323399,1.45092,,
106,2021-04-15,1.4514,1.49539,1.41023,1.4782,413204000.6,0.0,1.3078872301659126,1.3062971028304733,,,
107,2021-04-16,1.47845,1.51915,1.334,1.40989,562141264.2,0.0,1.3289861870286575,1.3172174698133092,,,
108,2021-04-17,1.40989,1.45805,1.35501,1.36802,323840975.1,0.0,1.3436489423831066,1.3247343462059626,,,
109,2021-04-18,1.36861,1.38654,1.07204,1.27693,804838502.1,0.0,1.346419547511312,1.3253309999247211,,,
110,2021-04-19,1.27655,1.32443,1.17122,1.1945,477279604.9,0.0,1.3384326268476616,1.3200144612315565,,,
111,2021-04-20,1.19451,1.28241,1.12685,1.26689,470266399.2,0.0,1.3380430099547513,1.320083416516109,,,
112,2021-04-21,1.26665,1.29,1.19704,1.20358,404434984.0,0.0,1.3300488488687783,1.3154698855766336,,,
113,2021-04-22,1.20312,1.27984,1.1138,1.144,522618869.4,0.0,1.3150450069381603,1.3063615367359231,,,
114,2021-04-23,1.14443,1.16895,0.92,1.15866,989280841.9,0.0,1.3019494745098033,1.2984410653417642,,,
115,2021-04-24,1.15872,1.198,1.0927,1.10287,434215610.4,0.0,1.2827641061840123,1.2864225448660045,,,
116,2021-04-25,1.103,1.14678,1.0183,1.0913,305075283.55,0.0,1.262879269381599,1.273589709575429,,,
117,2021-04-26,1.091,1.2509,1.0793,1.2375,473369883.13,0.0,1.2603429767722474,1.2719968541102071,,,
118,2021-04-27,1.2377,1.3333,1.2232,1.3063,392979049.07,0.0,1.2654465984917036,1.2759732061878957,,,
119,2021-04-28,1.3063,1.3488,1.2326,1.3379,388598645.07,0.0,1.2736040374057314,1.2822716755495334,,,
120,2021-04-29,1.3373,1.4117,1.2661,1.3063,578529650.82,0.0,1.2771693834087483,1.286371088678109,,,
121,2021-04-30,1.3066,1.3709,1.2855,1.3532,308696257.77,0.0,1.2854825719457017,1.2938243602830466,1.3532,,
122,2021-05-01,1.353,1.3678,1.3128,1.3516,208656399.38,0.0,1.292921727300151,1.3009521547726595,,,
123,2021-05-02,1.3516,1.3556,1.2941,1.3267,218990273.64,0.0,1.297144272699849,1.3057826377597115,,,
124,2021-05-03,1.3267,1.38,1.3208,1.3622,271187623.29,0.0,1.304671788235294,1.312810108852756,,,
125,2021-05-04,1.3627,1.3673,1.2557,1.2698,421500877.62,0.0,1.3009707746606325,1.312524520776874,,,
126,2021-05-05,1.2699,1.497,1.2598,1.4798,579064616.22,0.0,1.3211122606334835,1.327226800888287,,,
127,2021-05-06,1.4799,1.7,1.4288,1.6491,1342973403.72,0.0,1.3592271776772253,1.3538144480578138,,,
128,2021-05-07,1.6491,1.7478,1.526,1.653,789059200.98,0.0,1.3956299499245848,1.3797773947606136,,,
129,2021-05-08,1.6529,1.6543,1.5611,1.6211,393498897.98,0.0,1.4266241170437408,1.4025277844022892,,,
130,2021-05-09,1.6206,1.833,1.5726,1.7663,883091328.46,0.0,1.4732346582202112,1.4350626109605544,,,
131,2021-05-10,1.7662,1.8243,1.517,1.6423,712304913.86,0.0,1.5041340174962292,1.457472311352002,,,
132,2021-05-11,1.6418,1.7791,1.5954,1.7632,524326718.11,0.0,1.5482405423831072,1.487814575203252,,,
133,2021-05-12,1.7633,1.821,1.5462,1.5694,599710080.8,0.0,1.5684764476621413,1.5028213151159295,,,
134,2021-05-13,1.5669,1.9719,1.5,1.9296,1567655289.16,0.0,1.6291182877828054,1.543295480352303,,,
135,2021-05-14,1.9289,2.043,1.8112,2.0069,695033070.96,0.0,1.695279596983409,1.5877881647847032,,,
136,2021-05-15,2.0073,2.3789,1.9628,2.1744,1376815760.83,0.0,1.7763568699849175,1.6427972145438123,,,
137,2021-05-16,2.1754,2.47,2.0104,2.3002,1190745903.78,0.0,1.8670230769230776,1.704972796823246,,,
138,2021-05-17,2.3002,2.329,1.9159,2.0307,1137971306.33,0.0,1.9209290558069376,1.7453309904396264,,,
139,2021-05-18,2.0301,2.1492,1.9712,2.0036,612259916.93,0.0,1.9669314395173447,1.7818670132490217,,,
140,2021-05-19,2.0036,2.0317,1.01,1.4663,2261842102.36,0.0,1.946771642232277,1.7775499994730508,,1.4663,8.357966302098726
141,2021-05-20,1.4676,1.9487,1.3218,1.8006,1331716279.01,0.0,1.96289585520362,1.7969963032971998,,,
142,2021-05-21,1.8002,1.87,1.32,1.5493,1158826530.96,0.0,1.9463259125188535,1.7968638613369474,,,
143,2021-05-22,1.5493,1.602,1.3661,1.4629,800713185.45,0.0,1.9182198184012065,1.7898393048027705,,,
144,2021-05-23,1.4636,1.5397,1.051,1.3139,1461270087.31,0.0,1.8722841472096527,1.7716718562932856,,,
145,2021-05-24,1.3135,1.5974,1.2476,1.55,1034255631.11,0.0,1.8536792609351431,1.7710115091839809,,,
146,2021-05-25,1.5497,1.6499,1.4354,1.5532,807717267.52,0.0,1.8342300802413276,1.7704633406353514,,,
147,2021-05-26,1.5525,1.832,1.552,1.7791,857080518.13,0.0,1.839712917647058,1.7863244177958453,,,
148,2021-05-27,1.7788,1.7885,1.6077,1.6552,590119092.56,0.0,1.8287756826546004,1.79245664701897,,,
149,2021-05-28,1.6552,1.678,1.45,1.5133,817239543.16,0.0,1.7999285791855206,1.787713892803372,,,
150,2021-05-29,1.5133,1.5624,1.335,1.4029,576104659.27,0.0,1.7577270455505272,1.774447382339657,,,
151,2021-05-30,1.4035,1.7,1.3457,1.5751,764079031.67,0.0,1.7346033622926098,1.7733041501806701,,,
152,2021-05-31,1.5751,1.75,1.5249,1.7373,600116070.88,0.0,1.7297667734539963,1.7833677740891294,,,
153,2021-06-01,1.7376,1.7796,1.6531,1.7363,530252586.94,0.0,1.724644353544495,1.7922744358626923,,,
154,2021-06-02,1.7362,1.8042,1.7173,1.7534,431644801.42,0.0,1.7213004717948712,1.8011789228395056,,,
155,2021-06-03,1.7534,1.8897,1.7134,1.8453,417400945.02,0.0,1.727944380090498,1.8155458910719655,,,
156,2021-06-04,1.8454,1.848,1.608,1.7077,596433033.05,0.0,1.7186382998491705,1.8183265129479074,,,
157,2021-06-05,1.708,1.7823,1.61,1.6551,369328430.6,0.0,1.7030801954751118,1.815912278304728,,,
158,2021-06-06,1.6555,1.7077,1.6451,1.6771,191999153.68,0.0,1.6909015137254906,1.8141684719963855,,,
159,2021-06-07,1.6771,1.7414,1.55,1.5659,341267094.73,0.0,1.6655555704374057,1.803555399277326,,,
160,2021-06-08,1.5659,1.5966,1.4,1.5819,612223590.99,0.0,1.644508511613876,1.793635834236676,,,
161,2021-06-09,1.5818,1.635,1.4827,1.6279,471664344.33,0.0,1.631653682051282,1.7865138048780496,,,
162,2021-06-10,1.6282,1.6378,1.5064,1.5328,312406121.42,0.0,1.6115437170437408,1.7719283841463414,,,
163,2021-06-11,1.5328,1.5474,1.4192,1.4371,323101330.0,0.0,1.58544428959276,1.7500605070761814,,,
164,2021-06-12,1.4368,1.4934,1.3562,1.4789,362965214.53,0.0,1.568019221116139,1.731068296296296,,,
165,2021-06-13,1.4789,1.58,1.4001,1.5566,330722303.94,0.0,1.5629810316742083,1.7175799268292682,,,
166,2021-06-14,1.5563,1.595,1.5056,1.5769,280791163.74,0.0,1.560070015082956,1.7050135823547132,,,
167,2021-06-15,1.5769,1.6109,1.5441,1.5552,216159062.78,0.0,1.5564289954751136,1.690741082354712,,,
168,2021-06-16,1.555,1.5754,1.474,1.4851,203580536.01,0.0,1.5449652488687788,1.6717062428485399,,,
169,2021-06-17,1.4851,1.5388,1.4568,1.4826,165078770.77,0.0,1.5332185460030168,1.6529898742095757,,,
170,2021-06-18,1.4825,1.4927,1.374,1.4163,220933715.72,0.0,1.51294717948718,1.6298665393706722,,,
171,2021-06-19,1.4164,1.4411,1.3834,1.3839,145492869.0,0.0,1.489870829562594,1.6052989769647692,,,
172,2021-06-20,1.384,1.46,1.306,1.4263,269372753.54,0.0,1.4727207360482646,1.5845105864197526,,,
173,2021-06-21,1.4262,1.4371,1.1672,1.174,512064782.95,0.0,1.4288790407239822,1.5462337536133706,,,
174,2021-06-22,1.1738,1.2634,1.0001,1.1567,907361654.28,0.0,1.3858957043740572,1.5076557345679014,,,
175,2021-06-23,1.1563,1.31,1.108,1.2512,490479573.3,0.0,1.355778232277526,1.4778472632490212,,,
176,2021-06-24,1.2513,1.3998,1.2006,1.3604,427028527.81,0.0,1.3390973574660623,1.4578606644083112,,,
177,2021-06-25,1.3604,1.3971,1.2431,1.2521,548380704.22,0.0,1.3112295867269992,1.4320135160343266,,,
178,2021-06-26,1.252,1.2923,1.1968,1.2521,307404658.42,0.0,1.2860362895927608,1.4087227399879554,,,
179,2021-06-27,1.252,1.3499,1.241,1.338,242097878.29,0.0,1.2733550105580693,1.393614719963865,,,
180,2021-06-28,1.3379,1.3506,1.3042,1.326,220547816.19,0.0,1.2616324343891399,1.379292327311051,,,
181,2021-06-29,1.3261,1.42,1.319,1.373,287571860.2,0.0,1.2581478491704379,1.3687752703252043,,,
182,2021-06-30,1.3731,1.3993,1.2825,1.3853,263769140.47,0.0,1.2579216953242836,1.3602454395513401,,,
183,2021-07-01,1.3853,1.3862,1.302,1.3313,196824530.3,0.0,1.2528694117647066,1.3482182265883769,,,
184,2021-07-02,1.3312,1.3959,1.285,1.3946,235621261.45,0.0,1.2570144917043744,1.3411298798554654,1.3946,,
185,2021-07-03,1.3947,1.4444,1.3579,1.4045,197443853.76,0.0,1.2629289592760184,1.3345606007226745,,,
186,2021-07-04,1.4045,1.4955,1.3815,1.4615,185325977.32,0.0,1.2759965852187025,1.3324854406805176,,,
187,2021-07-05,1.4615,1.4616,1.3764,1.4039,210256310.91,0.0,1.2829263589743596,1.3264314948810592,,,
188,2021-07-06,1.4039,1.4578,1.3888,1.4157,173402604.28,0.0,1.2912990226244345,1.3221506837548924,,,
189,2021-07-07,1.4156,1.4416,1.4,1.404,125167776.95,0.0,1.297979849170438,1.317616160493827,,,
190,2021-07-08,1.404,1.4065,1.3194,1.327,175680408.72,0.0,1.2958247782805434,1.3077764811803678,,,
191,2021-07-09,1.3268,1.3746,1.2859,1.3504,160293985.2,0.0,1.2976557285067876,1.2998679679313458,,,
192,2021-07-10,1.3504,1.366,1.3158,1.3356,93476664.31,0.0,1.2988308959276014,1.2914548078139125,,,
193,2021-07-11,1.3356,1.3669,1.3231,1.3485,71704260.26,0.0,1.3026685731523382,1.285002168774467,,,
194,2021-07-12,1.3485,1.3736,1.2916,1.3126,112067630.51,0.0,1.303141906485671,1.2769424814062025,,,
195,2021-07-13,1.3126,1.3216,1.25,1.265,125015668.98,0.0,1.299203963800905,1.2665368345377903,,,
196,2021-07-14,1.2649,1.2894,1.198,1.2635,165466902.33,0.0,1.2958016229260936,1.2574872892201148,,,
197,2021-07-15,1.2634,1.29,1.205,1.2258,133685795.15,0.0,1.2885914208144797,1.2468271221017757,,,
198,2021-07-16,1.2258,1.245,1.1655,1.1708,159173625.74,0.0,1.2758764283559578,1.2332025880758817,,,
199,2021-07-17,1.1705,1.1948,1.1497,1.1721,124485807.1,0.0,1.2629502262443444,1.2208658416139717,,,
200,2021-07-18,1.1721,1.2186,1.1666,1.1813,108584207.61,0.0,1.2507162473604827,1.2101088105992166,,,
201,2021-07-19,1.1814,1.1921,1.1156,1.1225,138646747.17,0.0,1.231998346907994,1.196005538994279,,,
202,2021-07-20,1.1226,1.1362,1.0202,1.0539,283618751.18,0.0,1.206525815987933,1.1780648908461304,,,
203,2021-07-21,1.0541,1.2222,1.0366,1.1711,287296624.78,0.0,1.195171668174962,1.1697407279433902,,,
204,2021-07-22,1.1711,1.2081,1.1492,1.1856,158912321.76,0.0,1.185534829562594,1.1630739302920814,,,
205,2021-07-23,1.1857,1.2089,1.1465,1.2077,131335875.06,0.0,1.1789238371040724,1.1586784108702197,,,
206,2021-07-24,1.2075,1.2487,1.1964,1.2327,142716783.01,0.0,1.1754065279034691,1.156936440831075,,,
207,2021-07-25,1.2332,1.2388,1.19,1.2284,107934124.51,0.0,1.171887143288084,1.1556443781993364,,,
208,2021-07-26,1.2283,1.3991,1.2221,1.2551,415073283.88,0.0,1.1720592639517344,1.1569651618488404,,,
209,2021-07-27,1.2549,1.3158,1.2136,1.2799,233094192.34,0.0,1.175212162895928,1.1605312789822344,,,
210,2021-07-28,1.2797,1.32,1.2573,1.2875,201236980.03,0.0,1.179717785822022,1.1650402868112018,,,
211,2021-07-29,1.2875,1.2987,1.256,1.2856,130840990.64,0.0,1.1844947088989441,1.1695772109304423,,,
212,2021-07-30,1.2856,1.3179,1.2467,1.3108,181649929.84,0.0,1.1929743107088993,1.176080112917796,,,
213,2021-07-31,1.3109,1.3329,1.287,1.3193,122070136.42,0.0,1.2028270769230769,1.1833444843420653,,,
214,2021-08-01,1.3193,1.3879,1.2984,1.3142,200978816.46,0.0,1.212596066365008,1.1898056391147254,,,
215,2021-08-02,1.3145,1.35,1.2927,1.3083,124737501.38,0.0,1.2221121749622927,1.1952627785305638,,,
216,2021-08-03,1.3082,1.3827,1.2613,1.3696,250226135.48,0.0,1.2385754630467578,1.2048319399277327,,,
217,2021-08-04,1.3697,1.3938,1.323,1.3765,182865692.1,0.0,1.255548959276019,1.214633067600121,,,
218,2021-08-05,1.3766,1.3974,1.338,1.3859,160752874.44,0.0,1.2732081327300153,1.2245306624510688,,,
219,2021-08-06,1.3859,1.425,1.3613,1.4025,165384665.39,0.0,1.2924622141779787,1.2351125391448354,,,
220,2021-08-07,1.4027,1.485,1.3945,1.4727,245578409.2,0.0,1.3191473001508298,1.2504670212285462,,,
221,2021-08-08,1.4726,1.4941,1.407,1.4255,201134603.12,0.0,1.3391879095022623,1.262026227792834,,,
222,2021-08-09,1.4256,1.499,1.3933,1.4745,204393100.93,0.0,1.3638811161387632,1.276912225233363,,,
223,2021-08-10,1.4745,1.701,1.457,1.678,356506024.51,0.0,1.4104089653092005,1.3063865424570915,,,
224,2021-08-11,1.678,1.895,1.67,1.7934,488863450.17,0.0,1.467439233785821,1.3434907926829274,,,
225,2021-08-12,1.7934,1.869,1.6792,1.8324,431637639.2,0.0,1.5256160784313724,1.3826122688949107,,,
226,2021-08-13,1.833,2.1495,1.8212,2.1386,589994492.03,0.0,1.6153418461538465,1.4430899239686854,,,
227,2021-08-14,2.1386,2.25,2.0835,2.1878,599325581.5,0.0,1.7050648627450975,1.5056819798253538,,,
228,2021-08-15,2.1875,2.2499,2.03,2.1667,370249371.15,0.0,1.7861252126696832,1.5649506775067756,,,
229,2021-08-16,2.1667,2.2,2.0463,2.0714,313643255.53,0.0,1.8508518431372551,1.6156010636856368,,,
230,2021-08-17,2.0717,2.1414,1.9059,1.9239,361700269.73,0.0,1.8937946184012058,1.6540476294790725,,,
231,2021-08-18,1.924,2.1643,1.87,2.1043,486614298.9,0.0,1.9534782865761688,1.7043448230954537,,,
232,2021-08-19,2.1045,2.455,2.0462,2.4411,661367609.97,0.0,2.04697937254902,1.7775090567600123,,,
233,2021-08-20,2.4411,2.5817,2.3666,2.4557,619099859.32,0.0,2.1355193725490196,1.8492580676001207,,,
234,2021-08-21,2.4557,2.5288,2.3805,2.4341,297136052.16,0.0,2.2150769291101056,1.9169546439325502,,,
235,2021-08-22,2.4347,2.7212,2.4306,2.7049,485497408.99,0.0,2.319388941176471,2.0018590394459506,,,
236,2021-08-23,2.705,2.9719,2.6849,2.9152,653707062.88,0.0,2.440105200603319,2.0988412729599517,,,
237,2021-08-24,2.9152,2.947,2.5872,2.7187,641652294.22,0.0,2.5294084223227755,2.177848775218307,,,
238,2021-08-25,2.7191,2.797,2.6,2.739,460928567.06,0.0,2.6134058582202115,2.255022582806384,,,
239,2021-08-26,2.7389,2.785,2.47,2.528,407754722.33,0.0,2.665517532428356,2.313323769948811,,,
240,2021-08-27,2.529,2.9473,2.494,2.946,472662823.39,0.0,2.758956772247361,2.399074328515507,,,
241,2021-08-28,2.947,2.95,2.772,2.847,243063514.39,0.0,2.8322392458521883,2.4737276671183377,,,
242,2021-08-29,2.847,2.935,2.719,2.851,274365688.0,0.0,2.8980623529411766,2.544842652062632,,,
243,2021-08-30,2.85,2.884,2.72,2.734,240691753.9,0.0,2.9425883981900443,2.6034555728696174,,,
244,2021-08-31,2.735,2.881,2.702,2.767,251908426.3,0.0,2.9836879155354445,2.6610615176151757,,,
245,2021-09-01,2.768,2.904,2.72,2.869,196563544.1,0.0,3.029223523378581,2.7226406519120747,,,
246,2021-09-02,2.87,3.101,2.834,2.96,397432179.47,0.0,3.077855927601809,2.787204031918096,,,
247,2021-09-03,2.96,3.03,2.9,2.966,203828698.4,0.0,3.1190636259426854,2.848418585516411,,,
248,2021-09-04,2.965,2.967,2.8,2.83,192271347.0,0.0,3.136867981900452,2.8959202544414335,,,
249,2021-09-05,2.831,2.956,2.813,2.91,169097774.6,0.0,3.158054877828054,2.9458253658536595,,,
250,2021-09-06,2.911,2.927,2.8,2.833,186970542.2,0.0,3.164906901960785,2.9865842186088534,,,
251,2021-09-07,2.833,2.875,2.0,2.514,964890684.8,0.0,3.1303297194570154,3.0007654042457097,,,
252,2021-09-08,2.514,2.564,2.2,2.47,547581870.5,0.0,3.0894900150829563,3.009093025444143,,,
